contributions,title,review,
12,Midtown Favorite,This is my third stay at The Giraffe. We had a one bedroom suite which was just enough space for my husband and I and our son. I like this hotel. You get a good Americano in the morning along with a fresh continental breakfast. Spend the day sightseeing| shopping and lunching and arrive back at the hotel for a wine hour with fantastic snacks. With this added value this makes staying here worthwhile. Special cudos to Gabriella who can look after every single person in the lobby on her own with a genuine smile on her face. All of the staff was really friendly and helpful.,
554,Great Weekend Getaway ...,"Came to the city for the weekend and to see a show and was initially going to stay in Midtown| but this place came up on trip advisor was excellent reviews at a similar price and we decided to give it a try. It's out of the hustle and bustle of Times Square| but frankly| that's a huge plus. This place has customer service down to a science -- always accommodating| helpful with recommendations and reservations| cheerful| and all the things I can only wish other hotels would think about doing for their guests. The wine and cheese reception is an excellent touch and the rooms are comfy and good sized for a New York place to stay. Outside noise is reasonably well insulated although you do hear the ""noise of the city"" throughout the night. Lots of places to each nearby from pubs to…",
11,Lovely hotel!,Everything about Hotel Giraffe was wonderful!  The rooms are really clean| comfortable and cozy. The breakfast in the lobby and coffee all day is a great part of the charm. The evening wine and cheese is spectacular!  I will definitely be back soon!!,
3,Great boutique hotel,I love the personal touches| after a long day getting a cup of tea in the lobby to take up to the room. Quiet| good beds| great counter space in the bathrooms. Staff makes me feel like it’s my home away from home.,
2,The only place to stay in NYC!!,The rooms are spacious as are the bathrooms.   The employees are extremely helpful and friendly.  They offer a complimentary breakfast.   We really appreciated and enjoyed the complimentary wine and cheese reception every evening.  ,
24,Wonderful hotel,Wonderful hotel.   Small bedrooms| but great public spaces.  Top floor terrace for after dinner cocktail very nice.  Breakfast on ground floor wonderful.  Staff very helpful.  I will be back often to this hotel.,
1,Excellent  hotel,"Thank you to Jason| Nick and especially Gabrielle for looking after us in Hotel Giraffe during our recent 10 day stay in NYC. This hotel is small and friendly| with a great staff| fantastic breakfast included| an unending supply of beverages and cakes/pastries/fruit available throughout the day and wine/cheese available every afternoon all included as part of your hotel charge. We had a classic double room on the first floor for two adults and two very grown up ""children"" and we had plenty of space. It's in a great location and we would have no qualms about returning to this hotel the next time we visit NY. Many thanks to all for making our stay so pleasant.",
1,Amazingly Accommodating!!,Just fantastic across the board! The location| amenities| service| etc. It’s very difficult to find a hotel in this area with a balcony. The GM is great| the valet/doorman was wonderful| the front desk staff pleasant and informative| the servers accommodating| even the housekeeping and maintenance staff were delightful! I’m in the service industry and highly recommend Hotel Giraffe! ,
749,Outstanding customer service ,I stayed at this hotel while in NYC for business. It is a quieter and more low-key area of the city (near Gramercy Park) that I had not stayed in before. It is between the East Village and Midtown.  The front desk people were very welcoming. The room was slightly larger than standard in New York. The bed was comfortable and they offered bathrobes and complimentary water. The room also had a lovely little balcony and automated blackout shades.  They also had a free wine happy hour with a live pianist| and snacks from 5-8pm at night. Additionally| they provide a free continental breakfast.  Overall| they were lovely and accommodating. It was a nice| quiet hotel away from the hustle and bustle of other parts of the city.  *The only thing I would recommend to them is to invest in…,
4,Hotel Giraffe is better than ever,Just returned from our 4th trip to NYC and 4th time staying at the Giraffe. Once again| the Giraffe never fails to impress. From the initial booking via Ray - who gave us a great rate as returning guests and arranged a car to pick us up from the airport - the service was fantastic.   When we arrived| we were greeted with chocolates in the room and a personalised note welcoming us back. The hotel is immaculate and the staff impeccably friendly and welcoming| It was especially nice to catch up with Gabriella who runs the evening wine and cheese as we have come to know her over the years.    We especially appreciated the touches that make Giraffe special| like the complementary continental breakfast| wifi| bottles of water replenished in the room every day - even an umbrella in…,
